Date,Model,Branch,Units_Sold,Sales_Person,Body_Builder,Financier,Chassis_Number,Order_Date,Invoice_Date,Buying_Price,Selling_Price,Customer_Name,Customer_Location,Payment_Mode
2017-09-18,Isuzu FSR,Chuka,2,Benjamin Patterson,TransAfrica,Equity Bank,JABC517XYZFj,2001-08-05,2010-05-09,3052025,5482320,Lisa Yang,Garzaville,Cash
2002-10-06,Isuzu NQR Xtra,Chuka,5,Michael Miller,Krystal,Equity Bank,JABC508XYZkh,2003-01-09,2005-01-18,4884079,2569128,Jessica Rice,Pamton,Cash
2022-01-13,Isuzu FSR,Nairobi,1,Dana Ortiz,Labh Singh,Co-op Bank,JABC125XYZtE,2024-03-18,2008-11-19,5350236,5147843,Michele Schaefer,Port Jennifershire,Cash
2012-08-02,Isuzu NQR Xtra,Mombasa,4,Benjamin Patterson,Labh Singh,Equity Bank,JABC624XYZAN,2008-04-30,2002-04-20,2319109,6020490,Kenneth Hart,East Fernandotown,Cash
2016-10-19,Isuzu FSR,Meru,1,Brittany Rogers,Krystal,NCBA,JABC728XYZYr,2002-06-20,2002-04-18,2872347,3055997,Sonia Williams,Mayside,Credit
2023-04-08,Isuzu FRR90,Nairobi,2,Nicolas Grant,Rifter,Co-op Bank,JABC379XYZJu,2020-06-06,2002-03-11,2939501,4764094,Mr. Eric Hoffman,Richardsmouth,Credit
2003-12-26,Isuzu FSR,Eldoret,5,Steven Dixon,TransAfrica,Co-op Bank,JABC583XYZLG,2010-08-11,2016-05-16,5379716,5445868,Angelica Rogers,West Michaelview,Credit
2015-07-31,Isuzu D-MAX,Meru,3,Brittany Rogers,General Body Works,KCB,JABC108XYZoR,2021-11-06,2007-09-07,5481455,6174918,Vanessa Wagner,Cortezton,Credit
2004-02-05,Isuzu D-MAX,Meru,3,Joshua Williams,General Body Works,Equity Bank,JABC787XYZBy,2021-06-05,2003-05-06,2082754,3958799,Jennifer Gonzalez,New Michelle,Credit
2004-04-13,Isuzu FSR,Meru,1,Joshua Williams,Krystal,Co-op Bank,JABC661XYZuD,2025-04-03,2008-02-28,5098377,2576810,Mary Smith,East Melissamouth,Credit
2003-03-25,Isuzu FRR90,Meru,2,Dana Ortiz,Krystal,Equity Bank,JABC671XYZnO,2019-01-09,2002-02-18,2637168,3539171,Nicole Morales,South Ryan,Cash
2016-09-25,Isuzu FRR90,Mombasa,3,Derek Reed,Krystal,Family Bank,JABC342XYZiD,2022-11-01,2021-07-06,5003480,5103962,Wanda George,Leefurt,Cash
2019-10-02,Isuzu D-MAX,Mombasa,3,Karen Krause,TransAfrica,Co-op Bank,JABC672XYZwh,2001-09-26,2019-02-06,3883216,5197368,Levi Harris,New Jefferybury,Credit
2007-11-07,Isuzu FRR90,Eldoret,1,Shannon Thompson,TransAfrica,Co-op Bank,JABC091XYZxy,2006-10-19,2009-11-30,2318379,3701330,David Wilson,South Ricardo,Cash
2000-03-19,Isuzu FVR,Chuka,2,Louis Smith,Krystal,Family Bank,JABC056XYZkL,2019-01-12,2024-06-16,4055967,3804248,James Coleman,Sheriland,Cash
2016-04-07,Isuzu FRR90,Eldoret,2,Alicia Gutierrez,Labh Singh,KCB,JABC252XYZsi,2008-07-10,2017-11-26,3873225,3369815,Erin Nolan,Brownshire,Cash
2004-02-25,Isuzu FRR90,Mombasa,2,Nicolas Grant,Rifter,Equity Bank,JABC676XYZLU,2017-11-23,2018-08-12,3718914,3467444,Joanna Moore,West Wandamouth,Cash
2020-04-26,Isuzu NQR Xtra,Chuka,5,Kathleen Pacheco,TransAfrica,Equity Bank,JABC561XYZuO,2001-12-13,2018-05-14,2483843,6020003,Paula Johnson,Gallowayberg,Cash
2018-06-20,Isuzu NQR Xtra,Eldoret,5,Kathleen Pacheco,General Body Works,Family Bank,JABC665XYZYn,2022-10-26,2005-12-02,2713067,6399499,Susan Stark,Rebeccaland,Credit
2024-02-18,Isuzu D-MAX,Nairobi,2,Steven Dixon,Labh Singh,KCB,JABC237XYZwN,2018-03-10,2021-04-14,5772191,2620201,Anne Calderon,Guzmanborough,Cash
2017-10-26,Isuzu NQR Xtra,Chuka,5,Michael Miller,Rifter,NCBA,JABC352XYZZK,2020-06-23,2012-10-26,4201526,3796606,Roger Edwards,North Benjamin,Credit
2000-08-17,Isuzu D-MAX,Mombasa,3,Cindy Ingram,Krystal,Co-op Bank,JABC331XYZNp,2015-12-12,2001-08-30,5627945,3781426,Stanley Smith,East Lindsey,Credit
2019-09-12,Isuzu NQR Xtra,Eldoret,4,Kristy Moran,General Body Works,KCB,JABC873XYZRz,2010-02-08,2020-07-13,5107965,5361113,Jacqueline Diaz,Port Josephstad,Cash
2013-03-07,Isuzu FVR,Mombasa,3,Nicolas Grant,Rifter,NCBA,JABC004XYZvG,2013-01-16,2015-05-28,2064761,4594779,Matthew Williams,West Mary,Cash
2022-05-07,Isuzu NQR Xtra,Mombasa,3,Derek Reed,TransAfrica,Family Bank,JABC399XYZcQ,2016-12-25,2017-05-27,5597340,3675304,Robert Krause,Port Jennifer,Credit
2018-08-19,Isuzu NQR Xtra,Nairobi,2,Dana Ortiz,Labh Singh,Co-op Bank,JABC684XYZNA,2018-02-24,2002-04-20,3534322,3643682,Xavier Frazier,Lake Cheryl,Cash
2016-01-13,Isuzu NQR Xtra,Mombasa,5,Shannon Thompson,TransAfrica,Co-op Bank,JABC889XYZhz,2014-07-03,2015-11-16,3929066,5196214,Kimberly Mccoy,Wendyhaven,Credit
2001-08-28,Isuzu FSR,Eldoret,1,Katie Romero,TransAfrica,NCBA,JABC680XYZAn,2013-09-07,2010-05-18,3849684,3470463,Amanda Durham,Petersonstad,Credit
2006-03-22,Isuzu FVR,Nairobi,3,Carol Waters,Labh Singh,Family Bank,JABC448XYZiQ,2022-01-04,2021-12-30,2936197,2606212,Jennifer Lee,Beckerside,Credit
2012-02-26,Isuzu FSR,Meru,2,Kristy Moran,Labh Singh,Family Bank,JABC109XYZmq,2024-02-13,2019-02-12,3519568,4659600,Brenda Chang,South Angelview,Cash
2003-08-25,Isuzu FVR,Chuka,3,Karen Krause,Rifter,Equity Bank,JABC228XYZno,2015-06-25,2001-04-10,3979525,4074731,Matthew Cordova,Ryanfort,Credit
2018-12-06,Isuzu FRR90,Nairobi,5,Nicolas Grant,General Body Works,NCBA,JABC065XYZzT,2016-09-13,2020-03-13,4942669,3918723,Alyssa Booth,Williamshaven,Credit
2013-12-01,Isuzu D-MAX,Mombasa,2,Alicia Gutierrez,General Body Works,KCB,JABC407XYZPu,2003-10-24,2015-07-12,4535155,3396408,Molly Simmons,Lake Sarahport,Credit
2024-05-16,Isuzu FRR90,Chuka,5,Karen Krause,Rifter,KCB,JABC406XYZet,2012-09-21,2009-12-01,2935934,4513865,Julie Kirk,Jonesborough,Credit
2014-12-27,Isuzu NQR Xtra,Chuka,2,Stephen Lewis,Rifter,Co-op Bank,JABC801XYZXl,2003-01-28,2016-04-06,4721921,4057674,Michelle Hoffman,West Sierraland,Credit
2016-07-16,Isuzu D-MAX,Chuka,5,Kristy Moran,TransAfrica,Family Bank,JABC200XYZyq,2014-02-28,2018-07-29,3523975,6448116,Trevor Sullivan,Anthonyside,Cash
2019-01-29,Isuzu FVR,Chuka,3,Crystal Fleming,General Body Works,KCB,JABC057XYZdT,2002-09-18,2013-07-01,5757980,5125529,Melissa Andersen,Lake Chadstad,Cash
2000-12-23,Isuzu NQR Xtra,Chuka,1,Brittany Rogers,Rifter,NCBA,JABC926XYZtR,2011-04-02,2009-06-28,3287054,5371010,Stephen Garrison,Emilymouth,Credit
2009-05-31,Isuzu D-MAX,Nairobi,5,Derek Reed,Rifter,Co-op Bank,JABC317XYZVT,2019-08-29,2024-10-08,3266100,4907801,Jeremy Costa,West Amandachester,Credit
2021-09-25,Isuzu FRR90,Eldoret,1,Kristy Moran,TransAfrica,Family Bank,JABC310XYZPr,2010-03-01,2023-01-19,4195498,4725975,Theresa Mullins,Howardshire,Credit
2009-06-03,Isuzu FSR,Nairobi,3,Crystal Fleming,TransAfrica,NCBA,JABC158XYZKj,2015-09-29,2003-03-22,2356793,6420121,James Matthews,West Maryburgh,Cash
2002-05-27,Isuzu FVR,Nairobi,5,Kathleen Pacheco,Labh Singh,Family Bank,JABC526XYZHZ,2019-12-07,2010-07-19,3337194,5029254,Brian Logan,Cameronland,Credit
2023-02-08,Isuzu FSR,Chuka,5,Crystal Fleming,General Body Works,Co-op Bank,JABC815XYZOs,2019-11-23,2021-04-23,3279305,3363772,Teresa Whitney,Lake Melinda,Credit
2013-10-08,Isuzu FVR,Nairobi,1,Steven Dixon,Rifter,Equity Bank,JABC740XYZja,2012-05-08,2005-01-14,3378188,5135653,Todd Pearson,South Anna,Credit
2023-02-24,Isuzu FSR,Nairobi,5,Derek Reed,TransAfrica,NCBA,JABC201XYZpf,2023-03-06,2018-01-24,2288100,3404657,Audrey Willis,South Jorge,Credit
2021-09-11,Isuzu FSR,Eldoret,5,Shannon Thompson,TransAfrica,Equity Bank,JABC078XYZup,2004-05-06,2015-02-08,5989292,5385194,Steven Medina,Judithport,Cash
2001-08-27,Isuzu FVR,Eldoret,2,Stephen Lewis,Krystal,Equity Bank,JABC257XYZDg,2004-08-14,2009-12-16,3915942,5870265,Jessica Reed,New Ashleychester,Credit
2018-04-17,Isuzu FSR,Meru,3,Crystal Fleming,TransAfrica,KCB,JABC847XYZbs,2005-01-26,2005-04-20,5160834,4368845,Joshua Reed,East Jessicamouth,Credit
2007-09-20,Isuzu FSR,Meru,4,Kathleen Pacheco,TransAfrica,Co-op Bank,JABC601XYZcS,2009-05-09,2013-05-28,4794913,3521081,Jennifer Curtis,South Kathleenstad,Credit
2013-03-13,Isuzu NQR Xtra,Meru,2,Cindy Ingram,Krystal,Family Bank,JABC682XYZsf,2023-04-19,2019-08-09,4342175,2962674,Daniel Pena,North Michaelmouth,Cash
2017-04-11,Isuzu FRR90,Nairobi,5,Stephen Lewis,Rifter,Co-op Bank,JABC872XYZsN,2024-01-31,2002-05-29,2954637,4851322,Brandon Thornton,Carlhaven,Credit
2001-06-30,Isuzu NQR Xtra,Meru,5,Alicia Gutierrez,Labh Singh,Family Bank,JABC598XYZfA,2014-11-28,2019-08-13,3901803,3267809,Melanie Lee,Breannafurt,Cash
2021-03-27,Isuzu D-MAX,Nairobi,1,Carol Waters,Krystal,KCB,JABC654XYZYE,2012-12-08,2023-02-12,2986709,2596100,Katrina Rubio,Gregoryfurt,Credit
2019-09-16,Isuzu FVR,Nairobi,5,Alicia Gutierrez,Labh Singh,KCB,JABC437XYZyA,2007-10-07,2013-09-22,3784988,4503111,Cristina Joseph,South Madisontown,Credit
2012-12-20,Isuzu NQR Xtra,Meru,1,Karen Krause,Rifter,Equity Bank,JABC365XYZWO,2015-08-14,2008-12-26,4465846,6027231,Benjamin Ayers,Schwartzview,Cash
2001-07-11,Isuzu FRR90,Nairobi,1,Katie Romero,General Body Works,Co-op Bank,JABC011XYZuq,2015-05-31,2009-02-07,5765838,3559740,Donald Mckinney,North Ronald,Credit
2000-04-01,Isuzu FSR,Mombasa,3,Cindy Ingram,Krystal,KCB,JABC809XYZzc,2016-08-03,2005-04-25,4101387,3266786,Michael Gibbs,Jennifershire,Cash
2020-07-23,Isuzu FVR,Eldoret,1,Kristy Moran,TransAfrica,Equity Bank,JABC612XYZLo,2008-06-06,2002-12-10,5276918,5019006,Peter Roth,Port Derrickbury,Credit
2016-11-05,Isuzu FSR,Nairobi,1,Stacey Bass,TransAfrica,Co-op Bank,JABC400XYZcO,2007-07-27,2022-08-17,5332055,5581425,Leonard Adams,Oconnorburgh,Cash
2015-06-02,Isuzu FSR,Chuka,2,Louis Smith,Rifter,Co-op Bank,JABC830XYZkG,2024-07-05,2004-09-18,3833618,3831558,Brian Blair,Port Josephport,Cash
2019-11-07,Isuzu NQR Xtra,Mombasa,5,Karen Krause,TransAfrica,Family Bank,JABC357XYZSV,2022-09-15,2020-07-28,3179744,4418891,Valerie Mendoza,Port Johnborough,Credit
2021-04-07,Isuzu FRR90,Eldoret,2,Michael Miller,General Body Works,Family Bank,JABC222XYZKt,2008-07-27,2023-01-01,3007535,5237895,Alexander Lam,East Sarahfort,Cash
2003-09-01,Isuzu FVR,Meru,4,Benjamin Patterson,Rifter,Equity Bank,JABC738XYZHa,2012-05-05,2005-07-23,2275773,6478649,Mark Brown,Stewartville,Cash
2014-12-16,Isuzu FRR90,Meru,4,Benjamin Patterson,Rifter,KCB,JABC406XYZyp,2011-02-04,2007-03-15,5809039,4688759,Elizabeth Hawkins,South Meghan,Credit
2010-06-20,Isuzu D-MAX,Eldoret,1,Shannon Thompson,General Body Works,Family Bank,JABC046XYZeq,2015-11-30,2015-10-10,2649373,3567945,Richard Ball,New Kristopherport,Cash
2010-09-18,Isuzu D-MAX,Mombasa,1,Karen Krause,General Body Works,NCBA,JABC686XYZqk,2004-02-22,2015-02-18,5864713,6167861,Katherine White,East Kayla,Cash
2018-05-02,Isuzu FRR90,Chuka,5,Nicolas Grant,TransAfrica,Family Bank,JABC900XYZlh,2023-12-13,2020-08-22,5845047,3190145,Kimberly Wagner,Brendaburgh,Cash
2013-05-13,Isuzu D-MAX,Mombasa,4,Stephen Lewis,Rifter,Equity Bank,JABC993XYZVD,2013-09-20,2009-01-27,5047995,4813733,Rachel Scott,South Phillip,Credit
2016-03-15,Isuzu FRR90,Meru,5,Karen Krause,TransAfrica,NCBA,JABC763XYZCL,2004-07-22,2020-08-21,2757914,2586245,Mr. Christopher Mccoy DVM,Lauraton,Credit
2000-06-06,Isuzu D-MAX,Eldoret,3,Brittany Rogers,Krystal,Family Bank,JABC981XYZMd,2014-01-24,2009-04-02,3987026,5788820,Laura Collins,South Autumnview,Credit
2001-03-19,Isuzu D-MAX,Mombasa,2,Dana Ortiz,TransAfrica,Co-op Bank,JABC046XYZSs,2000-11-06,2001-01-09,3406161,3179595,Kim Sanford,Michelleton,Cash
2016-03-27,Isuzu FRR90,Eldoret,4,Benjamin Patterson,Krystal,Equity Bank,JABC891XYZdr,2012-05-01,2024-10-18,3770391,5159212,Amy Davis,Josephborough,Credit
2022-08-12,Isuzu FRR90,Mombasa,2,Kathleen Pacheco,TransAfrica,Family Bank,JABC956XYZEI,2009-05-05,2001-11-25,5782514,6224096,Sarah Walker,Port Reginald,Credit
2009-04-22,Isuzu NQR Xtra,Eldoret,1,Shannon Thompson,TransAfrica,NCBA,JABC383XYZPg,2013-08-15,2021-12-19,2652738,5395164,Desiree Russell,North Teresa,Cash
2007-08-18,Isuzu D-MAX,Chuka,3,Michael Miller,TransAfrica,NCBA,JABC705XYZTI,2005-01-15,2013-09-22,5617979,3745173,Robert Pacheco,North Sean,Credit
2021-10-03,Isuzu NQR Xtra,Nairobi,2,Brittany Rogers,TransAfrica,Co-op Bank,JABC964XYZGR,2010-03-15,2017-04-07,4307144,3512968,Monica Green,East Matthew,Cash
2003-02-03,Isuzu FVR,Nairobi,2,Dana Ortiz,Labh Singh,KCB,JABC469XYZOa,2014-01-27,2019-05-29,4414345,4119533,Richard Mitchell,Lake Robertbury,Credit
2020-03-05,Isuzu NQR Xtra,Chuka,1,Cindy Ingram,General Body Works,NCBA,JABC687XYZEu,2018-09-13,2009-08-29,2521332,3311246,Ashley Robinson,Shaneview,Cash
2018-11-22,Isuzu FSR,Chuka,1,Louis Smith,Krystal,Family Bank,JABC369XYZzV,2020-03-14,2021-05-24,3449139,3896240,Michael Bryant,Smithfort,Credit
2018-03-10,Isuzu FSR,Meru,1,Carol Waters,Labh Singh,KCB,JABC985XYZcN,2004-02-06,2014-08-02,5504395,4272970,Adrian Torres,West Richard,Credit
2015-01-28,Isuzu NQR Xtra,Eldoret,5,Louis Smith,TransAfrica,Family Bank,JABC060XYZUW,2011-12-20,2006-04-25,2382280,2602800,John Nguyen,Bondport,Cash
2018-11-20,Isuzu FRR90,Mombasa,3,Stacey Bass,Krystal,NCBA,JABC872XYZFJ,2003-06-22,2023-05-14,2421159,5381024,Aaron Richardson,East Shannon,Credit
2015-02-05,Isuzu NQR Xtra,Eldoret,2,Katie Romero,General Body Works,Co-op Bank,JABC356XYZSf,2025-01-19,2021-03-19,3601408,3876269,Kelly Norton,Lake Jennybury,Credit
2007-09-04,Isuzu D-MAX,Nairobi,5,Joshua Williams,Krystal,Co-op Bank,JABC389XYZpV,2022-07-09,2004-09-10,2093988,5915889,Jesse Tucker,South Stevenbury,Cash
2022-07-24,Isuzu FVR,Mombasa,1,Michael Miller,TransAfrica,Co-op Bank,JABC768XYZXz,2006-08-20,2011-11-07,2152135,4513654,Timothy Cruz,New Jeffreyhaven,Credit
2021-09-27,Isuzu FRR90,Mombasa,2,Cindy Ingram,Rifter,Co-op Bank,JABC790XYZEq,2012-03-26,2005-02-07,4873760,4007988,Heidi Henderson,Millerchester,Cash
2008-09-13,Isuzu FRR90,Mombasa,1,Kathleen Pacheco,Rifter,Equity Bank,JABC445XYZTC,2008-10-18,2021-01-18,3038246,4885923,Emily Park,New Paula,Cash
2017-12-18,Isuzu NQR Xtra,Mombasa,1,Steven Dixon,TransAfrica,NCBA,JABC219XYZXx,2020-09-07,2011-03-22,3393536,5275763,Krystal Delgado,Michaelside,Credit
2017-05-16,Isuzu D-MAX,Eldoret,4,Nicolas Grant,Labh Singh,Family Bank,JABC896XYZEo,2006-03-11,2024-03-14,4457044,3138990,Megan Hancock,Wushire,Cash
2008-08-01,Isuzu FRR90,Nairobi,1,Carol Waters,Krystal,KCB,JABC116XYZTT,2014-08-24,2021-09-13,4554377,6316501,Cassandra Taylor,North Tamara,Credit
2015-12-26,Isuzu FVR,Nairobi,2,Stacey Bass,Rifter,Equity Bank,JABC599XYZmc,2024-06-22,2010-09-19,2597925,3861298,Jeremy Meyer,South Williamchester,Credit
2014-04-05,Isuzu NQR Xtra,Nairobi,2,Cindy Ingram,Krystal,Equity Bank,JABC338XYZpp,2015-03-02,2002-07-27,5858048,2682285,John Parker,New Kevin,Cash
2007-01-07,Isuzu FSR,Mombasa,2,Kristy Moran,TransAfrica,Co-op Bank,JABC170XYZLJ,2003-01-03,2009-10-22,5906791,4495187,Derek Sanders,East Loriview,Cash
2023-06-23,Isuzu FSR,Eldoret,3,Dana Ortiz,TransAfrica,KCB,JABC332XYZCo,2011-08-30,2023-09-09,2284024,2757266,Jennifer Powell,Fieldsmouth,Cash
2009-04-17,Isuzu FSR,Nairobi,2,Dana Ortiz,Krystal,Family Bank,JABC004XYZXN,2008-12-22,2001-02-08,2048741,4006827,Kristina Singh,Port Natasha,Credit
2008-05-19,Isuzu FRR90,Meru,1,Alicia Gutierrez,TransAfrica,Family Bank,JABC245XYZou,2004-01-31,2000-10-20,4497788,5210499,Nicholas Ramirez,Wademouth,Credit
2017-08-21,Isuzu FSR,Chuka,5,Kristy Moran,TransAfrica,NCBA,JABC180XYZzW,2017-01-06,2002-01-01,2572450,4578462,Melissa Hayes,North Jennifer,Cash
2003-04-03,Isuzu FSR,Meru,2,Dana Ortiz,Rifter,Family Bank,JABC147XYZhp,2009-12-30,2014-12-04,2032712,3554044,Elizabeth Collins,Thomaston,Credit
2001-03-14,Isuzu FVR,Meru,3,Dana Ortiz,Krystal,KCB,JABC047XYZsi,2018-05-03,2023-06-26,2741892,5412337,Debbie Blackburn,Nicholasberg,Cash
2010-07-12,Isuzu FVR,Mombasa,4,Kathleen Pacheco,General Body Works,KCB,JABC661XYZms,2015-01-12,2024-03-11,2817688,3866534,Ashley Ayers,North Biancahaven,Credit
2024-01-18,Isuzu NQR Xtra,Mombasa,4,Crystal Fleming,Labh Singh,KCB,JABC378XYZBq,2016-05-24,2002-11-03,4246669,4017210,Andrew Parrish,Fordport,Cash
2017-03-15,Isuzu FRR90,Eldoret,1,Alicia Gutierrez,Krystal,Co-op Bank,JABC632XYZXW,2008-05-18,2023-04-22,3514927,6180444,Sarah Davidson,South John,Credit
2010-08-19,Isuzu FSR,Mombasa,5,Shannon Thompson,Labh Singh,Family Bank,JABC823XYZzo,2001-04-25,2024-12-26,5185361,5865192,Amanda Wells,South Davidtown,Cash
2004-08-23,Isuzu FVR,Mombasa,5,Stephen Lewis,Krystal,Family Bank,JABC386XYZoI,2013-04-24,2022-11-23,2022554,4806254,Clarence Nelson,Lake Billmouth,Credit
2000-11-07,Isuzu NQR Xtra,Eldoret,5,Alicia Gutierrez,TransAfrica,NCBA,JABC020XYZzZ,2011-02-03,2016-10-31,4934332,5842457,Ronald White,Rodriguezmouth,Cash
2000-04-15,Isuzu FSR,Chuka,4,Karen Krause,TransAfrica,NCBA,JABC794XYZXI,2015-05-18,2007-09-03,4492643,3503232,Christopher Ayers,Heatherborough,Cash
2002-02-04,Isuzu FSR,Mombasa,3,Stephen Lewis,TransAfrica,Equity Bank,JABC925XYZgS,2014-08-07,2006-06-02,4355674,4858848,Jason Schultz,West Jeffrey,Credit
2025-06-13,Isuzu FVR,Mombasa,1,Crystal Fleming,Krystal,Equity Bank,JABC509XYZGJ,2007-08-26,2020-05-16,2896873,4720257,Tracy Higgins,Joshuaberg,Cash
2011-05-12,Isuzu FSR,Nairobi,1,Michael Miller,TransAfrica,Equity Bank,JABC710XYZTC,2008-06-05,2011-04-28,3253954,3828802,Brandon Garza,Davidville,Credit
2019-02-14,Isuzu D-MAX,Chuka,5,Michael Miller,Labh Singh,Co-op Bank,JABC778XYZQg,2012-10-29,2005-09-07,5422334,5561005,Shane Jensen,Caitlinmouth,Credit
2004-11-18,Isuzu FSR,Meru,3,Joshua Williams,TransAfrica,Equity Bank,JABC581XYZWI,2024-04-13,2007-05-12,2887555,2536738,Amber Cain,North Williammouth,Cash
2001-02-28,Isuzu NQR Xtra,Meru,3,Benjamin Patterson,Krystal,Co-op Bank,JABC297XYZvF,2022-07-25,2003-02-22,2456604,3364221,Eric Castillo,Bennettshire,Credit
2009-12-30,Isuzu NQR Xtra,Mombasa,5,Louis Smith,Krystal,NCBA,JABC057XYZVK,2010-08-24,2007-01-07,5897034,3146888,Vincent Allen,Charlesshire,Cash
2014-01-15,Isuzu D-MAX,Mombasa,3,Nicolas Grant,Labh Singh,NCBA,JABC550XYZdo,2011-02-03,2020-07-06,3251344,5820370,Alvin Holt,South Nathaniel,Credit
2013-02-22,Isuzu FVR,Meru,3,Carol Waters,TransAfrica,Family Bank,JABC642XYZCk,2017-09-22,2012-08-24,5883125,5369297,Anthony Thomas,Orrburgh,Credit
2023-11-30,Isuzu NQR Xtra,Meru,3,Derek Reed,Rifter,NCBA,JABC193XYZek,2017-05-14,2021-04-16,5148424,3449677,Tony Burton,Travismouth,Cash
2011-05-14,Isuzu FRR90,Mombasa,2,Michael Miller,Krystal,KCB,JABC636XYZox,2008-05-03,2018-10-09,3256367,4703961,Anthony Martinez,East Hannahton,Cash
2007-03-07,Isuzu NQR Xtra,Eldoret,4,Karen Krause,TransAfrica,Equity Bank,JABC618XYZnG,2012-12-16,2010-07-01,2567435,3002063,Faith Merritt,New Ashley,Credit
2010-08-28,Isuzu NQR Xtra,Chuka,1,Karen Krause,TransAfrica,Co-op Bank,JABC213XYZCv,2013-06-23,2018-07-02,5325927,5746486,James Giles,North Stephanie,Cash
2013-07-28,Isuzu FVR,Chuka,1,Michael Miller,Krystal,Family Bank,JABC253XYZyV,2012-05-29,2005-07-08,5959940,2881945,Jorge Clements,Adamside,Credit
2008-03-24,Isuzu NQR Xtra,Eldoret,2,Stephen Lewis,Rifter,Co-op Bank,JABC382XYZRC,2009-12-30,2007-02-23,2572161,2591084,Francisco Turner,East Andreashire,Cash
2014-02-20,Isuzu NQR Xtra,Chuka,2,Shannon Thompson,TransAfrica,Family Bank,JABC243XYZGJ,2016-01-21,2001-03-13,5381647,5225314,Charles Manning,Port Tylerborough,Credit
2020-11-02,Isuzu FSR,Meru,1,Cindy Ingram,TransAfrica,Equity Bank,JABC508XYZXa,2020-08-09,2018-02-01,2286619,2553603,Jamie Dorsey,Laurashire,Cash
2021-03-26,Isuzu NQR Xtra,Meru,4,Brittany Rogers,General Body Works,NCBA,JABC183XYZeH,2009-10-25,2006-09-21,2139733,2994807,David Woods,Port Jason,Cash
2005-07-12,Isuzu FVR,Mombasa,5,Derek Reed,Krystal,Equity Bank,JABC909XYZEb,2020-05-02,2008-10-20,3278790,3475599,Colleen Nash,South Brian,Credit
2013-03-20,Isuzu FSR,Nairobi,1,Joshua Williams,Krystal,Equity Bank,JABC412XYZnt,2022-12-08,2002-08-18,3818519,5463310,Timothy Mejia,East Jimmyville,Cash
2023-06-24,Isuzu FVR,Chuka,4,Derek Reed,TransAfrica,Equity Bank,JABC459XYZaY,2008-12-08,2002-11-14,3778467,5120620,Leah Murray,West Maria,Credit
2025-06-06,Isuzu FSR,Mombasa,4,Alicia Gutierrez,Rifter,Co-op Bank,JABC878XYZCf,2023-05-13,2014-04-08,3870472,6215242,Christopher Graham,North Sydney,Credit
2015-11-14,Isuzu D-MAX,Mombasa,4,Carol Waters,Labh Singh,Co-op Bank,JABC538XYZTV,2010-05-02,2023-03-22,2025772,5437303,Seth Brewer,South Emilyborough,Credit
2009-08-25,Isuzu FSR,Chuka,2,Steven Dixon,Krystal,Equity Bank,JABC143XYZVq,2003-04-16,2016-10-13,2368578,4422329,Shannon Peterson,North Douglasmouth,Credit
2019-02-22,Isuzu FRR90,Chuka,4,Michael Miller,TransAfrica,NCBA,JABC742XYZdp,2023-06-11,2025-03-09,5719806,4306406,Jose Smith,Sherrytown,Cash
2001-10-07,Isuzu FVR,Chuka,2,Steven Dixon,Labh Singh,Co-op Bank,JABC713XYZfz,2011-10-05,2012-02-06,4102376,2677390,Mrs. Jessica Floyd MD,North Dustin,Credit
2011-06-10,Isuzu FSR,Mombasa,1,Derek Reed,Krystal,KCB,JABC550XYZKO,2021-12-31,2009-04-28,4857606,4272973,Joshua Peterson,Sandraton,Credit
2023-12-31,Isuzu D-MAX,Nairobi,5,Carol Waters,TransAfrica,NCBA,JABC631XYZUY,2014-04-14,2009-09-26,4998115,5571183,Samuel White,Sallyburgh,Credit
2006-04-02,Isuzu D-MAX,Meru,4,Shannon Thompson,Krystal,NCBA,JABC195XYZpH,2011-02-15,2022-09-17,3357220,5620235,Susan Henry,Nicholasport,Credit
2009-10-17,Isuzu FSR,Meru,2,Kristy Moran,Krystal,Co-op Bank,JABC018XYZFr,2011-04-07,2008-05-17,3976699,5574980,Erik Roberts,New Christophermouth,Credit
2022-02-02,Isuzu NQR Xtra,Chuka,5,Nicolas Grant,TransAfrica,KCB,JABC570XYZHQ,2006-08-18,2015-08-08,4466121,3803164,Bethany Lester,West Paulafurt,Credit
2016-06-15,Isuzu FSR,Chuka,4,Carol Waters,General Body Works,Family Bank,JABC706XYZfL,2007-06-29,2007-03-13,5641081,5697295,Nicole Lee,Tiffanyfurt,Cash
2015-04-03,Isuzu FVR,Eldoret,1,Katie Romero,Labh Singh,Equity Bank,JABC849XYZdQ,2020-09-07,2012-09-06,5927279,3367094,Christopher Price,Smithland,Cash
2006-11-24,Isuzu FVR,Nairobi,2,Benjamin Patterson,General Body Works,NCBA,JABC258XYZUN,2014-06-02,2015-12-21,3648958,5530831,Joseph Powers,Branchburgh,Cash
2013-10-17,Isuzu FRR90,Chuka,1,Karen Krause,Rifter,Co-op Bank,JABC940XYZOI,2023-03-10,2004-08-18,3842005,5327422,Amber Cooper,Johnstonville,Cash
2006-09-19,Isuzu FRR90,Mombasa,1,Joshua Williams,General Body Works,Co-op Bank,JABC893XYZGy,2008-03-04,2023-05-14,2162540,6093630,Ryan Hayes,Richardsonberg,Credit
2002-03-21,Isuzu D-MAX,Chuka,5,Crystal Fleming,Labh Singh,NCBA,JABC242XYZlI,2005-12-20,2006-11-14,5291011,4121730,Joseph Baker,Rhondahaven,Credit
